DATE,DGS1
2018-08-13,2.42
2018-08-14,2.44
2018-08-15,2.45
2018-08-16,2.45
2018-08-17,2.44
2018-08-20,2.43
2018-08-21,2.45
2018-08-22,2.43
2018-08-23,2.43
2018-08-24,2.44
2018-08-27,2.47
2018-08-28,2.47
2018-08-29,2.48
2018-08-30,2.47
2018-08-31,2.46
2018-09-03,.
2018-09-04,2.49
2018-09-05,2.49
2018-09-06,2.50
2018-09-07,2.53
2018-09-10,2.54
2018-09-11,2.55
2018-09-12,2.56
2018-09-13,2.55
2018-09-14,2.56
